主催,連絡先,後援,協力,協賛
根本連合町会,,,根本ね若会、根本第一町会、根本第二町会、根本第三町会、根本第四町会、根本第五町会、根本第六町会、根本七町会、根本第八町会、根本第九町会,根本氏子奉賛会、根本商栄会
